No,Date,Hourly,S1,S2,S3,S4,WL01,WL02,WL03,WL04,WL05,WL06,WL07,WL08,WL09,WL10,WL11,WL12,WL13,WL14,WL15,WL16,WL17,WL18,WL19,WL20,WL21,WL22,WL23,WL24,Q02,Q04,Q05
4199.0,6/17/16 9:00 PM,21,4.0,2.8,2.9,1.0,60,63,33,9,43,6,15,-106,-129,-41,-148,-115,-9,20,-3,-13,46,-140,-144,32,-43,-60,-94,-134,7110,14200,15200
4200.0,6/17/16 11:00 PM,23,4.4,1.7,3.6,1.0,30,33,-3,-31,7,4,17,-8,-22,-101,-78,-14,-33,22,-23,-55,42,-36,-102,31,-72,-94,-129,-45,7750,12800,13800
4201.0,6/18/16 1:00 AM,1,6.1,2.5,4.1,0.8,1,7,-34,-60,-24,-2,11,56,45,-152,15,51,-13,19,-21,-75,35,76,25,25,-40,-80,-36,41,8360,1190,770
4202.0,6/18/16 3:00 AM,3,7.0,4.3,3.8,2.0,-23,-15,-30,8,-23,-10,3,52,49,-100,58,43,-7,16,-8,30,25,91,75,16,32,30,44,74,8300,-11000,-9880
4203.0,6/18/16 5:00 AM,5,6.0,4.9,3.3,2.5,42,31,56,77,64,-16,-3,6,5,58,31,3,-27,13,-20,71,17,30,41,15,50,63,63,39,2500,-9130,-7710
4204.0,6/18/16 7:00 AM,7,3.5,4.6,2.4,2.1,90,82,83,84,90,-6,0,-19,-29,96,-24,-28,-39,12,-33,68,22,-19,-26,17,30,34,16,-12,640,3890,-318
4205.0,6/18/16 9:00 AM,9,2.6,3.6,2.8,1.6,93,86,63,44,72,0,7,6,-5,63,-43,5,-11,13,-25,30,32,6,-43,14,-6,-16,-30,-14,3710,10900,10000
4206.0,6/18/16 11:00 AM,11,3.9,3.0,3.9,1.8,53,57,30,11,39,3,11,59,54,-10,22,62,15,13,1,1,37,82,27,9,-13,-24,-28,45,7560,8990,9770
4207.0,6/18/16 1:00 PM,13,6.8,3.1,4.3,2.3,30,33,10,14,18,0,11,78,77,-38,72,74,24,12,18,18,34,118,89,8,38,42,46,88,7750,-3910,810
4208.0,6/18/16 3:00 PM,15,8.0,3.9,4.0,2.3,28,30,56,77,53,-6,5,20,21,44,61,13,21,11,16,81,29,66,78,19,62,84,80,68,6500,-8060,-7590
4209.0,6/18/16 5:00 PM,17,6.7,4.6,3.7,2.5,91,81,94,101,98,-6,3,-69,-70,94,-20,-75,8,12,10,90,31,-25,-8,26,52,54,43,-19,1280,-1490,-324
4210.0,6/18/16 7:00 PM,19,5.5,3.4,2.2,1.8,110,98,83,65,92,1,8,-141,-140,68,-98,-139,-11,15,-5,44,39,-108,-91,32,3,-4,-32,-94,1790,11900,11100
4211.0,6/18/16 9:00 PM,21,4.2,2.7,2.6,1.4,69,66,38,13,47,6,13,-144,-156,-15,-150,-153,-22,17,-18,-5,46,-148,-141,29,-37,-54,-88,-138,6990,14000,13700
4212.0,6/18/16 11:00 PM,23,4.4,1.6,3.3,0.9,38,37,4,-28,11,6,16,-45,-83,-82,-122,-47,-44,18,-33,-47,44,-96,-148,24,-69,-90,-128,-91,7500,12000,14800
4213.0,6/19/16 1:00 AM,1,5.7,1.5,3.8,0.3,8,12,-26,-59,-20,0,12,45,31,-138,-6,46,-50,19,-41,-81,39,52,-8,15,-80,-108,-94,17,8310,9780,6070
4214.0,6/19/16 3:00 AM,3,6.1,3.0,4.0,0.5,-19,-12,-49,-30,-42,-9,4,72,74,-164,61,71,-42,18,-40,0,30,107,75,8,17,2,25,76,8540,-7630,-7360
4215.0,6/19/16 5:00 AM,5,7.6,4.1,3.4,1.4,-10,0,34,66,47,-16,-3,35,36,21,59,30,-39,14,-34,67,20,76,77,3,49,68,67,73,4430,-10800,-10200
4216.0,6/19/16 7:00 AM,7,5.6,4.2,2.8,1.2,80,70,81,91,87,-10,-3,-6,-8,86,7,-14,-43,11,-45,81,20,2,2,2,50,60,48,14,381,-5150,-5180
4217.0,6/19/16 9:00 AM,9,3.9,3.3,2.3,0.9,104,94,87,70,96,-2,3,1,-8,73,-34,-4,-17,11,-43,55,29,-9,-36,0,9,4,-10,-14,1150,7950,6550
4218.0,6/19/16 11:00 AM,11,3.0,2.2,3.5,0.7,77,75,50,27,57,2,9,65,52,14,16,61,19,12,1,19,38,60,10,-2,-9,-18,-28,38,6480,10600,9770
4219.0,6/19/16 1:00 PM,13,5.8,3.3,3.7,0.9,45,47,25,16,31,2,12,92,90,-37,94,84,20,18,11,16,39,146,107,10,36,25,43,111,7500,1290,810
4220.0,6/19/16 3:00 PM,15,7.0,4.0,4.1,1.8,33,33,44,80,47,1,11,49,55,4,77,41,8,23,7,93,35,98,96,27,74,99,93,79,6380,-10300,-8680
4221.0,6/19/16 5:00 PM,17,7.5,4.4,3.1,1.3,96,80,104,112,111,3,9,-37,-36,74,16,-47,20,27,11,98,35,8,25,35,63,72,61,15,768,-3670,-328
4222.0,6/19/16 7:00 PM,19,5.4,3.3,2.4,1.2,119,107,97,85,106,14,15,-125,-125,64,-68,-128,17,32,19,68,43,-88,-70,37,22,20,-8,-75,1550,9020,9110
4223.0,6/19/16 9:00 PM,21,4.5,2.1,1.9,1.0,87,82,58,36,67,23,22,-170,-171,-10,-132,-176,-18,34,-16,16,52,-146,-126,38,-20,-36,-69,-134,6020,14200,14500
4224.0,6/19/16 11:00 PM,23,3.4,1.2,2.2,0.5,53,48,20,-7,29,26,27,-76,-91,-80,-169,-77,-29,36,-21,-31,52,-142,-154,35,-54,-74,-117,-126,7380,14000,15000
4225.0,6/20/16 1:00 AM,1,5.0,0.9,2.9,0.2,23,21,-14,-44,-6,24,25,27,30,-136,-35,32,-47,35,-35,-72,47,20,-45,30,-74,-104,-131,2,8180,10400,12200
4226.0,6/20/16 3:00 AM,3,6.7,2.0,3.7,0.1,-5,-2,-41,-59,-34,16,18,92,90,-173,63,87,-11,32,-18,-26,39,124,78,25,19,-35,16,81,8610,-6470,-6040
4227.0,6/20/16 5:00 AM,5,7.2,3.2,3.2,0.3,-25,-14,6,54,32,13,13,59,56,0,80,49,-20,27,-18,69,29,106,102,20,59,72,78,91,6830,-11900,-12000
4228.0,6/20/16 7:00 AM,7,4.9,3.3,2.3,0.7,77,62,83,98,90,10,10,5,3,73,31,1,-42,24,-35,91,24,35,30,23,64,80,68,36,889,-5880,-7050
4229.0,6/20/16 9:00 AM,9,4.0,2.4,1.4,0.5,111,101,100,92,107,25,17,-3,-12,74,-26,-10,-47,25,-46,73,32,-10,-25,24,26,26,9,-15,-645,5150,4420
4230.0,6/20/16 11:00 AM,11,3.2,2.0,1.9,0.3,95,91,67,43,73,30,24,54,38,14,-9,46,12,27,-5,32,43,44,-6,23,-1,-12,-26,24,4220,12000,11500
4231.0,6/20/16 1:00 PM,13,5.1,1.8,2.7,0.5,58,56,37,20,43,32,28,93,93,-36,62,92,42,28,24,13,45,128,77,19,29,12,24,85,7560,5280,4960
4232.0,6/20/16 3:00 PM,15,7.1,3.4,3.6,0.7,40,37,32,54,39,28,27,71,79,-32,100,67,52,29,36,70,41,134,123,25,69,88,89,108,6880,-7060,-6140
4233.0,6/20/16 5:00 PM,17,7.8,3.5,2.8,0.9,68,55,92,114,101,23,22,-17,-1,36,50,-16,51,29,38,110,39,44,68,37,80,102,92,47,2520,-8330,-6510
4234.0,6/20/16 7:00 PM,19,6.5,2.7,1.7,0.6,123,110,117,113,126,35,28,-108,-100,43,-36,-106,28,32,29,94,47,-65,-42,43,45,50,24,-46,-1560,6230,5120
4235.0,6/20/16 9:00 PM,21,4.6,1.7,1.0,0.4,117,108,82,56,92,49,39,-165,-161,4,-112,-167,19,43,20,40,58,-130,-110,45,-3,-12,-43,-118,3740,14800,13600
4236.0,6/20/16 11:00 PM,23,3.0,0.9,1.5,0.2,71,69,42,12,50,57,49,-118,-139,-71,-161,-130,-18,47,-11,-8,62,-161,-148,43,-40,-56,-95,-147,7490,13200,16400
4237.0,6/21/16 1:00 AM,1,3.9,0.4,2.3,0.2,42,37,5,-26,13,54,50,18,0,-130,-72,5,-27,47,-23,-50,58,-38,-117,38,-68,-90,-133,-34,8130,12000,14300
4238.0,6/21/16 3:00 AM,3,4.7,0.7,3.0,0.1,11,12,-26,-56,-18,50,44,91,80,-165,41,84,-2,45,-9,-71,51,110,55,30,-12,-85,-10,69,8180,2070,780
4239.0,6/21/16 5:00 AM,5,6.5,2.0,3.3,0.2,-13,-9,-17,29,-14,48,40,76,81,-52,91,71,-9,42,-5,55,41,134,113,27,53,50,70,105,8120,-13100,-12000
4240.0,6/21/16 7:00 AM,7,6.0,2.6,2.9,0.5,61,46,77,101,85,46,35,14,19,38,53,15,-37,39,-28,91,33,53,60,26,70,91,88,55,0,-11800,-9300
4241.0,6/21/16 9:00 AM,9,5.4,1.9,2.0,0.5,112,97,105,105,112,52,38,-11,-19,75,-12,-18,-52,37,-42,88,40,-10,-11,27,43,52,31,-3,-512,2460,1290
4242.0,6/21/16 11:00 AM,11,3.7,1.5,1.4,0.2,113,107,82,61,89,62,48,34,15,38,-32,28,-7,41,-25,47,50,14,-31,25,5,0,-16,-1,387,11200,9200
4243.0,6/21/16 1:00 PM,13,5.0,1.2,1.9,0.4,72,70,47,27,56,64,54,86,81,-22,48,84,29,43,12,17,56,108,49,20,6,-11,-8,67,7490,10500,8640
4244.0,6/21/16 3:00 PM,15,6.2,1.4,2.5,0.7,48,45,28,34,36,57,51,82,86,-56,92,78,29,43,15,48,53,138,115,25,59,60,78,99,7630,-3820,-2810
4245.0,6/21/16 5:00 PM,17,6.7,2.4,2.9,1.8,53,47,78,104,86,52,45,4,17,-34,65,0,30,41,18,105,48,66,80,33,79,103,95,56,5250,-8670,-7010
4246.0,6/21/16 7:00 PM,19,4.8,2.1,1.8,1.0,116,99,111,115,118,52,44,-93,-90,30,-24,-97,27,39,18,98,52,-48,-26,40,52,62,40,-41,512,-830,3700
4247.0,6/21/16 9:00 PM,21,3.5,1.1,1.1,0.6,115,110,86,64,97,62,52,-159,-157,29,-105,-164,-9,43,-4,46,60,-127,-100,42,5,-2,-34,-114,2600,14500,13900
4248.0,6/21/16 11:00 PM,23,2.7,0.5,0.8,0.2,72,75,44,18,55,64,57,-172,-171,-36,-159,-174,-23,46,-19,-3,64,-164,-142,41,-34,-48,-88,-156,6860,14400,15600
4249.0,6/22/16 1:00 AM,1,1.8,0.2,1.2,0.2,41,40,5,-22,18,58,54,-36,-51,-104,-136,-40,-42,46,-31,-47,60,-106,-162,35,-63,-86,-131,-96,7880,13500,14100
4250.0,6/22/16 3:00 AM,3,2.8,0.3,1.9,0.2,10,14,-29,-56,-14,50,46,68,54,-150,5,66,-28,44,-38,-81,53,66,-4,29,-63,-109,-74,31,8430,4090,7800
4251.0,6/22/16 5:00 AM,5,6.0,0.9,2.5,0.2,-15,-10,-40,-24,-37,47,40,83,83,-92,73,79,-19,40,-25,18,44,129,96,23,37,4,48,82,8490,-12100,-8260
4252.0,6/22/16 7:00 AM,7,6.3,1.7,2.3,0.2,6,16,54,81,65,43,35,32,42,23,67,30,-38,35,-35,79,34,80,88,20,65,84,84,69,3720,-12300,-11800
4253.0,6/22/16 9:00 AM,9,3.3,1.3,1.3,0.2,97,81,93,102,102,40,33,-2,-6,72,13,-10,-52,33,-48,91,34,9,11,20,58,72,53,10,-768,-3510,-4080
4254.0,6/22/16 11:00 AM,11,2.4,1.0,1.0,0.2,115,105,95,74,102,54,41,10,-1,56,-35,6,-19,35,-43,61,44,-5,-35,19,17,18,-2,-19,1160,8640,8010
4255.0,6/22/16 1:00 PM,13,3.6,0.7,1.2,0.2,83,85,56,34,64,56,47,72,68,-6,21,67,20,37,-5,25,52,72,26,17,-3,-13,-22,42,6140,11200,11600
4256.0,6/22/16 3:00 PM,15,4.9,0.9,1.5,0.2,53,52,30,25,38,52,48,87,90,-55,78,84,42,38,15,25,51,136,108,16,48,42,52,92,7180,1300,815
4257.0,6/22/16 5:00 PM,17,6.3,1.5,2.2,0.2,43,37,57,90,62,46,42,30,40,-64,77,25,105,37,49,91,47,94,100,27,78,106,92,78,6130,-9350,-7520
4258.0,6/22/16 7:00 PM,19,5.8,1.5,1.6,0.2,102,84,105,116,112,44,41,-69,-73,2,-3,-81,47,37,43,102,48,-12,6,38,67,82,65,-19,1020,-1010,-328
4259.0,6/22/16 9:00 PM,21,5.0,0.8,1.0,0.2,123,110,100,76,108,54,49,-147,-152,32,-90,-154,-13,43,2,59,57,-120,-90,46,16,15,-17,-101,1170,11500,11400
4260.0,6/22/16 11:00 PM,23,4.3,0.4,0.6,0.2,85,84,53,26,62,57,55,-192,-190,-24,-152,-196,-38,45,-21,7,64,-167,-139,50,-27,-40,-76,-154,6400,15600,15500
4261.0,6/23/16 1:00 AM,1,1.4,0.3,0.8,0.2,51,50,15,-13,25,55,55,-108,-137,-85,-186,-101,-52,46,-35,-39,62,-150,-168,41,-58,-78,-124,-156,7810,14800,14600
4262.0,6/23/16 3:00 AM,3,2.3,0.2,1.2,0.2,21,21,-20,-48,-8,46,48,36,7,-135,-42,37,-27,44,-40,-78,56,34,-45,30,-80,-110,-148,-4,8310,11100,11900
4263.0,6/23/16 5:00 AM,5,4.0,0.3,1.8,0.2,-7,-5,-48,-65,-37,41,41,95,92,-124,63,89,-3,41,-12,-37,47,134,87,23,23,-35,16,75,8610,-7700,-7310
4264.0,6/23/16 7:00 AM,7,5.7,1.0,1.4,0.2,-25,-14,28,59,35,39,37,55,61,-4,84,50,-13,37,-5,70,38,106,110,18,62,80,80,86,7200,-13300,-12500
4265.0,6/23/16 9:00 AM,9,3.0,1.5,0.8,0.2,86,71,84,102,92,36,34,4,6,58,28,1,-37,34,-29,94,32,36,39,23,68,88,71,31,-1270,-5880,-7430
4266.0,6/23/16 11:00 AM,11,2.0,0.6,0.6,0.2,117,106,103,92,109,49,45,-2,-12,69,-25,-10,15,34,-12,75,40,-10,-24,24,32,40,11,-14,645,7010,5250
4267.0,6/23/16 1:00 PM,13,2.6,0.6,1.0,0.2,100,96,74,49,80,58,59,56,38,14,-1,44,15,44,27,33,51,50,-2,27,3,-4,-25,18,4740,11800,11300
4268.0,6/23/16 3:00 PM,15,3.3,0.5,1.2,0.2,64,64,42,24,49,60,65,80,73,-40,57,74,-8,50,-4,16,55,111,70,32,32,16,19,71,6990,5280,5570
4269.0,6/23/16 5:00 PM,17,4.8,0.7,1.5,0.2,46,43,33,59,45,54,60,45,60,-60,76,41,50,50,31,71,52,111,103,36,66,82,75,81,6380,-5040,-4460
4270.0,6/23/16 7:00 PM,19,3.4,0.8,1.3,0.2,73,64,85,105,96,50,56,-46,-35,-44,16,-51,37,49,39,96,49,22,40,34,72,92,71,16,3560,-5580,-2970
4271.0,6/23/16 9:00 PM,21,2.7,0.5,0.7,0.2,115,100,102,93,110,57,59,-132,-120,-15,-75,-137,-6,51,5,70,57,-88,-57,44,32,40,-2,-78,1680,8310,8640
4272.0,6/23/16 11:00 PM,23,2.2,0.3,0.5,0.2,99,90,66,41,75,62,66,-185,-183,-7,-139,-186,-24,52,-9,19,64,-156,-124,44,-12,-20,-66,-139,5120,14400,14300
4273.0,6/24/16 1:00 AM,1,1.0,0.2,0.4,0.2,62,59,27,-1,38,62,66,-120,-138,-61,-182,-121,-42,53,-24,-28,63,-173,-158,39,-48,-64,-116,-164,7560,13700,14900
4274.0,6/24/16 3:00 AM,3,1.8,0.2,0.6,0.2,31,32,-10,-38,4,54,59,14,-13,-114,-53,6,-37,51,-35,-69,58,-10,-98,33,-75,-98,-150,-22,8250,11500,13500
4275.0,6/24/16 5:00 AM,5,2.5,0.2,1.3,0.2,3,8,-39,-66,-26,49,52,94,85,-112,46,88,-10,47,-14,-55,50,116,63,28,6,-60,-4,64,8490,-3470,-4870
4276.0,6/24/16 7:00 AM,7,4.3,0.5,1.7,0.2,-20,-14,-2,43,2,48,48,78,86,-14,90,76,-20,43,-12,57,41,140,122,23,56,64,72,101,8050,-13400,-11700
4277.0,6/24/16 9:00 AM,9,3.2,0.8,0.9,0.2,79,56,83,103,89,46,46,22,25,58,54,20,-4,41,8,94,35,54,67,26,76,101,90,57,378,-9860,-10500
4278.0,6/24/16 11:00 AM,11,2.0,0.5,0.7,0.2,118,107,109,107,117,54,52,-4,-11,78,-6,-13,-47,44,-30,93,46,-6,-12,28,45,58,37,-4,-258,4130,2090
4279.0,6/24/16 1:00 PM,13,1.6,0.3,0.5,0.2,117,110,86,61,96,62,61,35,7,38,-30,21,-18,49,-36,54,60,18,-36,30,9,7,-10,-5,2990,12700,10800
4280.0,6/24/16 3:00 PM,15,2.3,0.2,0.6,0.2,75,76,53,33,63,64,66,80,72,-27,34,76,19,51,10,23,65,94,52,28,7,-7,-15,64,6860,10400,10600
4281.0,6/24/16 5:00 PM,17,2.7,0.4,0.8,0.2,54,53,32,40,42,58,61,63,72,-78,78,64,38,50,27,43,64,122,100,24,58,62,66,89,7690,-3490,820
4282.0,6/24/16 7:00 PM,19,2.9,0.5,1.0,0.2,58,49,76,97,82,52,56,-6,5,-96,53,-14,44,49,35,98,60,60,70,31,74,99,84,50,5880,-6760,-5810
4283.0,6/24/16 9:00 PM,21,2.4,0.3,0.7,0.2,110,97,106,107,112,52,54,-96,-82,-24,-39,-106,5,48,16,90,62,-58,-26,40,51,66,32,-39,1660,3490,4990
4284.0,6/24/16 11:00 PM,23,1.5,0.3,0.4,0.2,113,100,84,62,93,61,61,-158,-153,16,-110,-160,-25,51,-10,41,70,-138,-110,44,1,2,-39,-113,4000,13400,13200
4285.0,6/25/16 1:00 AM,1,1.0,0.2,0.2,0.2,76,70,44,15,52,63,65,-167,-165,-18,-158,-167,-42,52,-27,-6,71,-163,-148,40,-38,-48,-92,-149,7620,14100,15200
4286.0,6/25/16 3:00 AM,3,0.3,0.2,0.4,0.2,45,42,8,-22,17,58,60,-20,-59,-58,-120,-30,-17,51,-33,-47,67,-60,-148,34,-67,-84,-132,-74,8250,12300,14500
4287.0,6/25/16 5:00 AM,5,0.9,0.2,0.7,0.2,17,20,-22,-53,-12,52,57,76,66,-96,9,67,-6,52,11,-79,60,90,32,28,-35,-96,-58,60,8310,5150,3500
4288.0,6/25/16 7:00 AM,7,3.2,0.2,1.1,0.2,-7,-3,-30,-4,-29,50,55,82,85,-50,78,77,-39,53,-27,27,53,141,108,23,45,38,52,101,8730,-12300,-10300
4289.0,6/25/16 9:00 AM,9,2.6,0.4,0.8,0.2,46,29,64,94,71,47,51,34,38,42,66,29,-38,53,-31,84,45,78,84,24,70,97,87,77,2980,-11700,-11000
4290.0,6/25/16 11:00 AM,11,1.5,0.3,0.5,0.2,109,99,104,110,110,50,53,-12,-13,80,8,-23,-49,52,-39,96,48,5,7,25,59,78,49,22,896,-2000,-324
4291.0,6/25/16 1:00 PM,13,0.7,0.2,0.3,0.2,125,114,98,76,108,60,63,-10,-21,62,-46,-21,-16,55,-23,64,60,-22,-41,24,17,20,-4,-19,2600,10500,8640
4292.0,6/25/16 3:00 PM,15,1.3,0.2,0.4,0.2,88,84,62,38,70,62,68,55,46,-4,0,46,-7,57,-12,26,67,64,-1,22,-6,-11,-34,35,6910,12200,12000
4293.0,6/25/16 5:00 PM,17,1.5,0.2,0.7,0.2,61,58,33,18,43,60,65,73,77,-62,62,70,29,56,11,11,65,116,94,19,37,20,31,88,7560,1290,3700
4294.0,6/25/16 7:00 PM,19,2.3,0.3,0.8,0.2,44,43,41,75,47,52,59,25,27,-104,67,18,50,54,37,76,61,84,84,22,70,94,80,74,7500,-6760,-5120
4295.0,6/25/16 9:00 PM,21,1.8,0.3,0.6,0.2,93,76,98,106,105,48,54,-60,-54,-89,-4,-72,18,52,23,98,58,-8,12,34,61,78,51,1,2920,-835,-326
4296.0,6/25/16 11:00 PM,23,1.1,0.2,0.3,0.2,115,104,94,76,102,57,59,-137,-137,-7,-88,-144,-9,54,-2,60,65,-104,-80,40,18,22,-15,-80,2580,11400,10300
4297.0,6/26/16 1:00 AM,1,0.8,0.2,0.2,0.2,86,80,58,28,65,60,64,-177,-170,33,-142,-179,-26,55,-15,13,69,-154,-133,40,-26,-30,-77,-131,7300,15300,14700
4298.0,6/26/16 3:00 AM,3,0.2,0.2,0.3,0.2,55,52,20,-11,30,58,61,-66,-84,5,-167,-71,-44,55,-29,-32,67,-120,-158,34,-59,-70,-121,-114,8190,13200,14400
4299.0,6/26/16 5:00 AM,5,0.7,0.2,0.5,0.2,25,26,-12,-45,-2,50,54,46,38,-47,-25,40,-24,52,-34,-69,61,52,-27,27,-72,-100,-120,20,8800,10600,10300
4300.0,6/26/16 7:00 AM,7,2.4,0.2,0.6,0.2,-1,5,-39,-47,-29,44,49,98,93,-60,63,90,15,49,0,-19,53,134,90,21,26,-2,30,91,8610,-8220,-7200
4301.0,6/26/16 9:00 AM,9,3.0,0.2,0.5,0.2,-6,3,36,78,47,41,44,50,58,14,82,43,17,45,3,73,44,106,105,18,62,90,84,94,6400,-13700,-11800
4302.0,6/26/16 11:00 AM,11,1.8,0.3,0.3,0.2,94,80,91,107,99,39,40,0,-2,73,29,-9,-2,45,20,98,41,31,35,28,69,86,68,36,896,-6720,-5410
4303.0,6/26/16 1:00 PM,13,0.9,0.2,0.2,0.2,122,113,106,89,114,52,50,-34,-50,79,-41,-49,-35,49,-23,75,51,-34,-39,37,29,30,9,-29,1300,7290,6950
4304.0,6/26/16 3:00 PM,15,0.2,0.2,0.3,0.2,101,93,71,45,79,55,57,7,-5,20,-52,3,0,52,2,35,61,-4,-50,34,-5,-10,-36,-18,6400,14000,12300
4305.0,6/26/16 5:00 PM,17,0.4,0.2,0.5,0.2,67,63,39,15,48,55,60,42,42,-44,18,42,15,54,15,2,61,76,31,30,-7,-18,-28,39,7620,9050,10100
4306.0,6/26/16 7:00 PM,19,0.8,0.2,0.5,0.2,44,43,21,22,27,49,54,37,34,-96,51,24,36,53,29,27,58,79,68,30,44,44,43,59,8380,-3420,-6640
4307.0,6/26/16 9:00 PM,21,1.2,0.2,0.4,0.2,45,44,58,77,62,42,47,-38,-37,-129,4,-52,18,49,26,73,53,8,20,35,53,64,53,7,6000,-1990,1470
4308.0,6/26/16 11:00 PM,23,1.0,0.2,0.3,0.2,88,77,80,73,85,42,44,-116,-115,-30,-78,-127,-15,48,-3,60,54,-88,-63,40,21,22,-9,-71,3560,6280,8010
4309.0,6/27/16 1:00 AM,1,0.7,0.3,0.2,0.2,81,76,52,29,59,50,50,-161,-161,36,-133,-166,-30,48,-17,10,59,-137,-121,41,-23,-28,-70,-124,6100,14300,13200
4310.0,6/27/16 3:00 AM,3,0.4,0.2,0.1,0.2,51,51,18,-12,26,49,50,-102,-112,37,-168,-98,-43,49,-29,-33,57,-130,-146,34,-57,-68,-115,-137,7940,12900,14500
4311.0,6/27/16 5:00 AM,5,0.2,0.2,0.2,0.2,22,26,-14,-43,-5,40,44,14,-2,-5,-55,4,-42,47,-36,-69,52,-4,-68,27,-78,-98,-138,-25,8930,9260,12000
4312.0,6/27/16 7:00 AM,7,0.2,0.2,0.4,0.2,-2,3,-40,-61,-31,35,38,85,71,-39,37,77,-1,43,-17,-55,45,102,54,22,-11,-46,-6,58,9100,1220,-3610
4313.0,6/27/16 9:00 AM,9,1.7,0.2,0.4,0.2,-21,-9,-5,41,-1,32,33,77,77,-10,81,68,17,40,11,49,37,117,100,18,46,68,64,97,7750,-10800,-11200
4314.0,6/27/16 11:00 AM,11,2.7,0.2,0.3,0.2,70,52,72,95,81,28,29,18,11,58,46,7,-2,38,-13,85,31,44,60,22,63,85,81,55,2020,-8740,-9460
4315.0,6/27/16 1:00 PM,13,0.4,0.2,0.1,0.2,112,102,103,100,109,42,36,-34,-49,83,-20,-55,16,37,13,89,40,-30,-22,30,41,42,35,-13,903,2450,2420
4316.0,6/27/16 3:00 PM,15,0.3,0.1,0.1,0.2,115,106,86,55,90,47,47,-50,-49,38,-72,-59,-15,40,-6,47,53,-40,-70,30,0,-8,-22,-53,4390,11900,12200
4317.0,6/27/16 5:00 PM,17,0.2,0.1,0.2,0.2,74,75,50,21,57,51,55,0,-5,-32,-54,-9,-17,43,-27,9,62,15,-30,32,-23,-30,-54,-32,8260,11900,13200
4318.0,6/27/16 7:00 PM,19,0.1,0.1,0.2,0.2,51,50,21,4,30,49,54,33,36,-88,29,28,27,44,14,-11,61,86,40,28,0,-8,-31,46,8690,5180,8470
4319.0,6/27/16 9:00 PM,21,0.1,0.1,0.3,0.2,33,35,14,37,25,42,48,10,15,-131,39,-3,6,41,16,31,57,53,49,25,44,58,46,45,8500,-3630,-3890
4320.0,6/27/16 11:00 PM,23,0.1,0.1,0.2,0.2,52,49,67,74,73,37,43,-68,-60,-90,-29,-83,-17,39,-11,70,51,-28,-4,32,42,44,41,-21,5880,-815,-324
4321.0,6/28/16 1:00 AM,1,0.1,0.1,0.2,0.1,85,77,70,55,75,41,43,-130,-124,21,-103,-142,-17,38,-13,43,53,-116,-89,32,6,-5,-31,-93,4060,10400,10300
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
